Id;EDT;Nombre;Comienzo;Fin;Duracion;Programado;Real;Nivel_de_esquema
1071;1.1.1.2.2.2.5.4.8;Griferia;10-05-22;10-05-22;1 día;0;0;9
1072;1.1.1.2.2.2.5.4.9;Piso Vinilico;09-05-22;16-05-22;6 días;0;0;9
1073;1.1.1.2.2.2.5.4.10;Guardapolvos;17-05-22;19-05-22;3 días;0;0;9
1074;1.1.1.2.2.2.5.4.11;Junquillos (Revisar ET);17-05-22;19-05-22;3 días;0;0;9
1075;1.1.1.2.2.2.5.4.12;Papel Mural;11-05-22;19-05-22;7 días;0;0;9
1076;1.1.1.2.2.2.5.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);12-05-22;12-05-22;1 día;0;0;9
1077;1.1.1.2.2.2.5.4.14;Aseo;12-05-22;27-05-22;12 días;0;0;9
1078;1.1.1.2.2.2.5.4.15;Entrega Area Comun;03-05-22;18-05-22;12 días;0;0;9
1079;1.1.1.2.2.2.5.4.16;R1;13-05-22;24-05-22;8 días;0;0;9
1080;1.1.1.2.2.3;Piso 3;11-02-22;24-06-22;95 días;0;0;6
1081;1.1.1.2.2.3.1;Sector 1;11-02-22;17-05-22;67 días;0;0;7
1082;1.1.1.2.2.3.1.1;Fase 1;11-02-22;03-03-22;15 días;0;0;8
1083;1.1.1.2.2.3.1.1.1;Descarachado Muros y Cielos;11-02-22;21-02-22;7 días;0;0;9
1084;1.1.1.2.2.3.1.1.2;Decargas ALC;14-02-22;16-02-22;3 días;0;0;9
1085;1.1.1.2.2.3.1.1.3;Trazado de Tabiques;22-02-22;23-02-22;2 días;0;0;9
1086;1.1.1.2.2.3.1.1.4;Rinconeo y Maquillaje de Muros;22-02-22;25-02-22;4 días;0;0;9
1087;1.1.1.2.2.3.1.1.5;Maquillaje de Cielos;22-02-22;03-03-22;8 días;0;0;9
1088;1.1.1.2.2.3.1.1.6;Grada Buque;24-02-22;03-03-22;6 días;0;0;9
1089;1.1.1.2.2.3.1.2;Fase 2;25-02-22;04-04-22;27 días;0;0;8
1090;1.1.1.2.2.3.1.2.1;Estructura Tabique;25-02-22;04-03-22;6 días;0;0;9
1091;1.1.1.2.2.3.1.2.2;1era Cara Tabique;02-03-22;07-03-22;4 días;0;0;9
1092;1.1.1.2.2.3.1.2.3;Instalaciones;02-03-22;10-03-22;7 días;0;0;9
1093;1.1.1.2.2.3.1.2.4;Aislacion;07-03-22;14-03-22;6 días;0;0;9
1094;1.1.1.2.2.3.1.2.5;2da Cara Tabique;07-03-22;11-03-22;5 días;0;0;9
1095;1.1.1.2.2.3.1.2.6;Huincha de Tabiques y cuadratura de Cajas;14-03-22;23-03-22;8 días;0;0;9
1096;1.1.1.2.2.3.1.2.7;Nivelacion de Pisos;14-03-22;29-03-22;12 días;0;0;9
1097;1.1.1.2.2.3.1.2.8;Remate de Rasgos;14-03-22;04-04-22;16 días;0;0;9
1098;1.1.1.2.2.3.1.2.9;Sobre Losa en Terrazas;15-03-22;24-03-22;8 días;0;0;9
1099;1.1.1.2.2.3.1.2.10;Impermeabilizacion Baños y Cocinas Cerradas;14-03-22;17-03-22;4 días;0;0;9
1100;1.1.1.2.2.3.1.2.11;Recepcion Obra Gruesa;18-03-22;18-03-22;1 día;0;0;9
1101;1.1.1.2.2.3.1.3;Fase 3;21-03-22;27-04-22;27 días;0;0;8
1102;1.1.1.2.2.3.1.3.1;Tinas;21-03-22;30-03-22;8 días;0;0;9
1103;1.1.1.2.2.3.1.3.2;Marcos de Puertas;21-03-22;22-03-22;2 días;0;0;9
1104;1.1.1.2.2.3.1.3.3;Ventanas;21-03-22;22-03-22;2 días;0;0;9
1105;1.1.1.2.2.3.1.3.4;Remate Ventanas;23-03-22;24-03-22;2 días;0;0;9
1106;1.1.1.2.2.3.1.3.5;Barandas Vidriadas;23-03-22;24-03-22;2 días;0;0;9
1107;1.1.1.2.2.3.1.3.6;Canteria Baños;23-03-22;07-04-22;12 días;0;0;9
1108;1.1.1.2.2.3.1.3.7;Ceramica;25-03-22;14-04-22;15 días;0;0;9
1109;1.1.1.2.2.3.1.3.8;Cornisas;21-03-22;28-03-22;6 días;0;0;9
1110;1.1.1.2.2.3.1.3.9;Empastes;08-04-22;26-04-22;12 días;0;0;9
1111;1.1.1.2.2.3.1.3.10;Cielo Deptos (Revisar Terminacion);11-04-22;19-04-22;6 días;0;0;9
1112;1.1.1.2.2.3.1.3.11;Fondo Closet;11-04-22;14-04-22;4 días;0;0;9
1113;1.1.1.2.2.3.1.3.12;Pintura;20-04-22;27-04-22;6 días;0;0;9
1114;1.1.1.2.2.3.1.4;Fase 4;23-03-22;17-05-22;39 días;0;0;8
1115;1.1.1.2.2.3.1.4.1;Artefactos;21-04-22;22-04-22;2 días;0;0;9
1116;1.1.1.2.2.3.1.4.2;Muebles de Baño;22-04-22;22-04-22;1 día;0;0;9
1117;1.1.1.2.2.3.1.4.3;Muebles de Cocina;18-04-22;26-04-22;7 días;0;0;9
1118;1.1.1.2.2.3.1.4.4;Closet;18-04-22;25-04-22;6 días;0;0;9
1119;1.1.1.2.2.3.1.4.5;Quincalleria;23-03-22;24-03-22;2 días;0;0;9
1120;1.1.1.2.2.3.1.4.6;Manpara de Baño;23-03-22;24-03-22;2 días;0;0;9
1121;1.1.1.2.2.3.1.4.7;Accesorios;28-04-22;03-05-22;4 días;0;0;9
1122;1.1.1.2.2.3.1.4.8;Griferia;28-04-22;28-04-22;1 día;0;0;9
1123;1.1.1.2.2.3.1.4.9;Piso Vinilico;27-04-22;04-05-22;6 días;0;0;9
1124;1.1.1.2.2.3.1.4.10;Guardapolvos;05-05-22;09-05-22;3 días;0;0;9
1125;1.1.1.2.2.3.1.4.11;Junquillos (Revisar ET);05-05-22;09-05-22;3 días;0;0;9
1126;1.1.1.2.2.3.1.4.12;Papel Mural;29-04-22;09-05-22;7 días;0;0;9
1127;1.1.1.2.2.3.1.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);02-05-22;02-05-22;1 día;0;0;9
1128;1.1.1.2.2.3.1.4.14;Aseo;02-05-22;17-05-22;12 días;0;0;9
1129;1.1.1.2.2.3.1.4.15;Entrega Area Comun;21-04-22;06-05-22;12 días;0;0;9
1130;1.1.1.2.2.3.1.4.16;R1;03-05-22;12-05-22;8 días;0;0;9
1131;1.1.1.2.2.3.2;Sector 2;22-02-22;26-05-22;67 días;0;0;7
1132;1.1.1.2.2.3.2.1;Fase 1;22-02-22;14-03-22;15 días;0;0;8
1133;1.1.1.2.2.3.2.1.1;Descarachado Muros y Cielos;22-02-22;02-03-22;7 días;0;0;9
1134;1.1.1.2.2.3.2.1.2;Decargas ALC;23-02-22;25-02-22;3 días;0;0;9
1135;1.1.1.2.2.3.2.1.3;Trazado de Tabiques;03-03-22;04-03-22;2 días;0;0;9
1136;1.1.1.2.2.3.2.1.4;Rinconeo y Maquillaje de Muros;03-03-22;08-03-22;4 días;0;0;9
1137;1.1.1.2.2.3.2.1.5;Maquillaje de Cielos;03-03-22;14-03-22;8 días;0;0;9
1138;1.1.1.2.2.3.2.1.6;Grada Buque;07-03-22;14-03-22;6 días;0;0;9
1139;1.1.1.2.2.3.2.2;Fase 2;08-03-22;13-04-22;27 días;0;0;8
1140;1.1.1.2.2.3.2.2.1;Estructura Tabique;08-03-22;15-03-22;6 días;0;0;9
1141;1.1.1.2.2.3.2.2.2;1era Cara Tabique;11-03-22;16-03-22;4 días;0;0;9
1142;1.1.1.2.2.3.2.2.3;Instalaciones;11-03-22;21-03-22;7 días;0;0;9
1143;1.1.1.2.2.3.2.2.4;Aislacion;16-03-22;23-03-22;6 días;0;0;9
1144;1.1.1.2.2.3.2.2.5;2da Cara Tabique;16-03-22;22-03-22;5 días;0;0;9
1145;1.1.1.2.2.3.2.2.6;Huincha de Tabiques y cuadratura de Cajas;23-03-22;01-04-22;8 días;0;0;9
1146;1.1.1.2.2.3.2.2.7;Nivelacion de Pisos;23-03-22;07-04-22;12 días;0;0;9
1147;1.1.1.2.2.3.2.2.8;Remate de Rasgos;23-03-22;13-04-22;16 días;0;0;9
1148;1.1.1.2.2.3.2.2.9;Sobre Losa en Terrazas;24-03-22;04-04-22;8 días;0;0;9
1149;1.1.1.2.2.3.2.2.10;Impermeabilizacion Baños y Cocinas Cerradas;23-03-22;28-03-22;4 días;0;0;9
1150;1.1.1.2.2.3.2.2.11;Recepcion Obra Gruesa;29-03-22;29-03-22;1 día;0;0;9
1151;1.1.1.2.2.3.2.3;Fase 3;30-03-22;06-05-22;27 días;0;0;8
1152;1.1.1.2.2.3.2.3.1;Tinas;30-03-22;08-04-22;8 días;0;0;9
1153;1.1.1.2.2.3.2.3.2;Marcos de Puertas;30-03-22;31-03-22;2 días;0;0;9
1154;1.1.1.2.2.3.2.3.3;Ventanas;30-03-22;31-03-22;2 días;0;0;9
1155;1.1.1.2.2.3.2.3.4;Remate Ventanas;01-04-22;04-04-22;2 días;0;0;9
1156;1.1.1.2.2.3.2.3.5;Barandas Vidriadas;01-04-22;04-04-22;2 días;0;0;9
1157;1.1.1.2.2.3.2.3.6;Canteria Baños;01-04-22;19-04-22;12 días;0;0;9
1158;1.1.1.2.2.3.2.3.7;Ceramica;05-04-22;26-04-22;15 días;0;0;9
1159;1.1.1.2.2.3.2.3.8;Cornisas;30-03-22;06-04-22;6 días;0;0;9
1160;1.1.1.2.2.3.2.3.9;Empastes;20-04-22;05-05-22;12 días;0;0;9
1161;1.1.1.2.2.3.2.3.10;Cielo Deptos (Revisar Terminacion);21-04-22;28-04-22;6 días;0;0;9
1162;1.1.1.2.2.3.2.3.11;Fondo Closet;21-04-22;26-04-22;4 días;0;0;9
1163;1.1.1.2.2.3.2.3.12;Pintura;29-04-22;06-05-22;6 días;0;0;9
1164;1.1.1.2.2.3.2.4;Fase 4;01-04-22;26-05-22;39 días;0;0;8
1165;1.1.1.2.2.3.2.4.1;Artefactos;02-05-22;03-05-22;2 días;0;0;9
1166;1.1.1.2.2.3.2.4.2;Muebles de Baño;03-05-22;03-05-22;1 día;0;0;9
1167;1.1.1.2.2.3.2.4.3;Muebles de Cocina;27-04-22;05-05-22;7 días;0;0;9
1168;1.1.1.2.2.3.2.4.4;Closet;27-04-22;04-05-22;6 días;0;0;9
1169;1.1.1.2.2.3.2.4.5;Quincalleria;01-04-22;04-04-22;2 días;0;0;9
1170;1.1.1.2.2.3.2.4.6;Manpara de Baño;01-04-22;04-04-22;2 días;0;0;9
1171;1.1.1.2.2.3.2.4.7;Accesorios;09-05-22;12-05-22;4 días;0;0;9
1172;1.1.1.2.2.3.2.4.8;Griferia;09-05-22;09-05-22;1 día;0;0;9
1173;1.1.1.2.2.3.2.4.9;Piso Vinilico;06-05-22;13-05-22;6 días;0;0;9
1174;1.1.1.2.2.3.2.4.10;Guardapolvos;16-05-22;18-05-22;3 días;0;0;9
1175;1.1.1.2.2.3.2.4.11;Junquillos (Revisar ET);16-05-22;18-05-22;3 días;0;0;9
1176;1.1.1.2.2.3.2.4.12;Papel Mural;10-05-22;18-05-22;7 días;0;0;9
1177;1.1.1.2.2.3.2.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);11-05-22;11-05-22;1 día;0;0;9
1178;1.1.1.2.2.3.2.4.14;Aseo;11-05-22;26-05-22;12 días;0;0;9
1179;1.1.1.2.2.3.2.4.15;Entrega Area Comun;02-05-22;17-05-22;12 días;0;0;9
1180;1.1.1.2.2.3.2.4.16;R1;12-05-22;23-05-22;8 días;0;0;9
1181;1.1.1.2.2.3.3;Sector 3;03-03-22;06-06-22;67 días;0;0;7
1182;1.1.1.2.2.3.3.1;Fase 1;03-03-22;23-03-22;15 días;0;0;8
1183;1.1.1.2.2.3.3.1.1;Descarachado Muros y Cielos;03-03-22;11-03-22;7 días;0;0;9
1184;1.1.1.2.2.3.3.1.2;Decargas ALC;04-03-22;08-03-22;3 días;0;0;9
1185;1.1.1.2.2.3.3.1.3;Trazado de Tabiques;14-03-22;15-03-22;2 días;0;0;9
1186;1.1.1.2.2.3.3.1.4;Rinconeo y Maquillaje de Muros;14-03-22;17-03-22;4 días;0;0;9
1187;1.1.1.2.2.3.3.1.5;Maquillaje de Cielos;14-03-22;23-03-22;8 días;0;0;9
1188;1.1.1.2.2.3.3.1.6;Grada Buque;16-03-22;23-03-22;6 días;0;0;9
1189;1.1.1.2.2.3.3.2;Fase 2;17-03-22;25-04-22;27 días;0;0;8
1190;1.1.1.2.2.3.3.2.1;Estructura Tabique;17-03-22;24-03-22;6 días;0;0;9
1191;1.1.1.2.2.3.3.2.2;1era Cara Tabique;22-03-22;25-03-22;4 días;0;0;9
1192;1.1.1.2.2.3.3.2.3;Instalaciones;22-03-22;30-03-22;7 días;0;0;9
1193;1.1.1.2.2.3.3.2.4;Aislacion;25-03-22;01-04-22;6 días;0;0;9
1194;1.1.1.2.2.3.3.2.5;2da Cara Tabique;25-03-22;31-03-22;5 días;0;0;9
1195;1.1.1.2.2.3.3.2.6;Huincha de Tabiques y cuadratura de Cajas;01-04-22;12-04-22;8 días;0;0;9
1196;1.1.1.2.2.3.3.2.7;Nivelacion de Pisos;01-04-22;19-04-22;12 días;0;0;9
1197;1.1.1.2.2.3.3.2.8;Remate de Rasgos;01-04-22;25-04-22;16 días;0;0;9
1198;1.1.1.2.2.3.3.2.9;Sobre Losa en Terrazas;04-04-22;13-04-22;8 días;0;0;9
1199;1.1.1.2.2.3.3.2.10;Impermeabilizacion Baños y Cocinas Cerradas;01-04-22;06-04-22;4 días;0;0;9
1200;1.1.1.2.2.3.3.2.11;Recepcion Obra Gruesa;07-04-22;07-04-22;1 día;0;0;9
1201;1.1.1.2.2.3.3.3;Fase 3;08-04-22;17-05-22;27 días;0;0;8
1202;1.1.1.2.2.3.3.3.1;Tinas;08-04-22;20-04-22;8 días;0;0;9
1203;1.1.1.2.2.3.3.3.2;Marcos de Puertas;08-04-22;11-04-22;2 días;0;0;9
1204;1.1.1.2.2.3.3.3.3;Ventanas;08-04-22;11-04-22;2 días;0;0;9
1205;1.1.1.2.2.3.3.3.4;Remate Ventanas;12-04-22;13-04-22;2 días;0;0;9
1206;1.1.1.2.2.3.3.3.5;Barandas Vidriadas;12-04-22;13-04-22;2 días;0;0;9
1207;1.1.1.2.2.3.3.3.6;Canteria Baños;12-04-22;28-04-22;12 días;0;0;9
1208;1.1.1.2.2.3.3.3.7;Ceramica;14-04-22;05-05-22;15 días;0;0;9
1209;1.1.1.2.2.3.3.3.8;Cornisas;08-04-22;18-04-22;6 días;0;0;9
1210;1.1.1.2.2.3.3.3.9;Empastes;29-04-22;16-05-22;12 días;0;0;9
1211;1.1.1.2.2.3.3.3.10;Cielo Deptos (Revisar Terminacion);02-05-22;09-05-22;6 días;0;0;9
1212;1.1.1.2.2.3.3.3.11;Fondo Closet;02-05-22;05-05-22;4 días;0;0;9
1213;1.1.1.2.2.3.3.3.12;Pintura;10-05-22;17-05-22;6 días;0;0;9
1214;1.1.1.2.2.3.3.4;Fase 4;12-04-22;06-06-22;39 días;0;0;8
1215;1.1.1.2.2.3.3.4.1;Artefactos;11-05-22;12-05-22;2 días;0;0;9
1216;1.1.1.2.2.3.3.4.2;Muebles de Baño;12-05-22;12-05-22;1 día;0;0;9
1217;1.1.1.2.2.3.3.4.3;Muebles de Cocina;06-05-22;16-05-22;7 días;0;0;9
1218;1.1.1.2.2.3.3.4.4;Closet;06-05-22;13-05-22;6 días;0;0;9
1219;1.1.1.2.2.3.3.4.5;Quincalleria;12-04-22;13-04-22;2 días;0;0;9
1220;1.1.1.2.2.3.3.4.6;Manpara de Baño;12-04-22;13-04-22;2 días;0;0;9
1221;1.1.1.2.2.3.3.4.7;Accesorios;18-05-22;23-05-22;4 días;0;0;9
1222;1.1.1.2.2.3.3.4.8;Griferia;18-05-22;18-05-22;1 día;0;0;9
1223;1.1.1.2.2.3.3.4.9;Piso Vinilico;17-05-22;24-05-22;6 días;0;0;9
1224;1.1.1.2.2.3.3.4.10;Guardapolvos;25-05-22;27-05-22;3 días;0;0;9
1225;1.1.1.2.2.3.3.4.11;Junquillos (Revisar ET);25-05-22;27-05-22;3 días;0;0;9
1226;1.1.1.2.2.3.3.4.12;Papel Mural;19-05-22;27-05-22;7 días;0;0;9
1227;1.1.1.2.2.3.3.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);20-05-22;20-05-22;1 día;0;0;9
1228;1.1.1.2.2.3.3.4.14;Aseo;20-05-22;06-06-22;12 días;0;0;9
1229;1.1.1.2.2.3.3.4.15;Entrega Area Comun;11-05-22;26-05-22;12 días;0;0;9
1230;1.1.1.2.2.3.3.4.16;R1;23-05-22;01-06-22;8 días;0;0;9
1231;1.1.1.2.2.3.4;Sector 4;14-03-22;15-06-22;67 días;0;0;7
1232;1.1.1.2.2.3.4.1;Fase 1;14-03-22;01-04-22;15 días;0;0;8
1233;1.1.1.2.2.3.4.1.1;Descarachado Muros y Cielos;14-03-22;22-03-22;7 días;0;0;9
1234;1.1.1.2.2.3.4.1.2;Decargas ALC;15-03-22;17-03-22;3 días;0;0;9
1235;1.1.1.2.2.3.4.1.3;Trazado de Tabiques;23-03-22;24-03-22;2 días;0;0;9
1236;1.1.1.2.2.3.4.1.4;Rinconeo y Maquillaje de Muros;23-03-22;28-03-22;4 días;0;0;9
1237;1.1.1.2.2.3.4.1.5;Maquillaje de Cielos;23-03-22;01-04-22;8 días;0;0;9
1238;1.1.1.2.2.3.4.1.6;Grada Buque;25-03-22;01-04-22;6 días;0;0;9
1239;1.1.1.2.2.3.4.2;Fase 2;28-03-22;04-05-22;27 días;0;0;8
1240;1.1.1.2.2.3.4.2.1;Estructura Tabique;28-03-22;04-04-22;6 días;0;0;9
1241;1.1.1.2.2.3.4.2.2;1era Cara Tabique;31-03-22;05-04-22;4 días;0;0;9
1242;1.1.1.2.2.3.4.2.3;Instalaciones;31-03-22;08-04-22;7 días;0;0;9
1243;1.1.1.2.2.3.4.2.4;Aislacion;05-04-22;12-04-22;6 días;0;0;9
1244;1.1.1.2.2.3.4.2.5;2da Cara Tabique;05-04-22;11-04-22;5 días;0;0;9
1245;1.1.1.2.2.3.4.2.6;Huincha de Tabiques y cuadratura de Cajas;12-04-22;22-04-22;8 días;0;0;9
1246;1.1.1.2.2.3.4.2.7;Nivelacion de Pisos;12-04-22;28-04-22;12 días;0;0;9
1247;1.1.1.2.2.3.4.2.8;Remate de Rasgos;12-04-22;04-05-22;16 días;0;0;9
1248;1.1.1.2.2.3.4.2.9;Sobre Losa en Terrazas;13-04-22;25-04-22;8 días;0;0;9
1249;1.1.1.2.2.3.4.2.10;Impermeabilizacion Baños y Cocinas Cerradas;12-04-22;18-04-22;4 días;0;0;9
1250;1.1.1.2.2.3.4.2.11;Recepcion Obra Gruesa;19-04-22;19-04-22;1 día;0;0;9
1251;1.1.1.2.2.3.4.3;Fase 3;20-04-22;26-05-22;27 días;0;0;8
1252;1.1.1.2.2.3.4.3.1;Tinas;20-04-22;29-04-22;8 días;0;0;9
1253;1.1.1.2.2.3.4.3.2;Marcos de Puertas;20-04-22;21-04-22;2 días;0;0;9
1254;1.1.1.2.2.3.4.3.3;Ventanas;20-04-22;21-04-22;2 días;0;0;9
1255;1.1.1.2.2.3.4.3.4;Remate Ventanas;22-04-22;25-04-22;2 días;0;0;9
1256;1.1.1.2.2.3.4.3.5;Barandas Vidriadas;22-04-22;25-04-22;2 días;0;0;9
1257;1.1.1.2.2.3.4.3.6;Canteria Baños;22-04-22;09-05-22;12 días;0;0;9
1258;1.1.1.2.2.3.4.3.7;Ceramica;26-04-22;16-05-22;15 días;0;0;9
1259;1.1.1.2.2.3.4.3.8;Cornisas;20-04-22;27-04-22;6 días;0;0;9
1260;1.1.1.2.2.3.4.3.9;Empastes;10-05-22;25-05-22;12 días;0;0;9
1261;1.1.1.2.2.3.4.3.10;Cielo Deptos (Revisar Terminacion);11-05-22;18-05-22;6 días;0;0;9
1262;1.1.1.2.2.3.4.3.11;Fondo Closet;11-05-22;16-05-22;4 días;0;0;9
1263;1.1.1.2.2.3.4.3.12;Pintura;19-05-22;26-05-22;6 días;0;0;9
1264;1.1.1.2.2.3.4.4;Fase 4;22-04-22;15-06-22;39 días;0;0;8
1265;1.1.1.2.2.3.4.4.1;Artefactos;20-05-22;23-05-22;2 días;0;0;9
1266;1.1.1.2.2.3.4.4.2;Muebles de Baño;23-05-22;23-05-22;1 día;0;0;9
1267;1.1.1.2.2.3.4.4.3;Muebles de Cocina;17-05-22;25-05-22;7 días;0;0;9
1268;1.1.1.2.2.3.4.4.4;Closet;17-05-22;24-05-22;6 días;0;0;9
1269;1.1.1.2.2.3.4.4.5;Quincalleria;22-04-22;25-04-22;2 días;0;0;9
1270;1.1.1.2.2.3.4.4.6;Manpara de Baño;22-04-22;25-04-22;2 días;0;0;9
1271;1.1.1.2.2.3.4.4.7;Accesorios;27-05-22;01-06-22;4 días;0;0;9
1272;1.1.1.2.2.3.4.4.8;Griferia;27-05-22;27-05-22;1 día;0;0;9
1273;1.1.1.2.2.3.4.4.9;Piso Vinilico;26-05-22;02-06-22;6 días;0;0;9
1274;1.1.1.2.2.3.4.4.10;Guardapolvos;03-06-22;07-06-22;3 días;0;0;9
1275;1.1.1.2.2.3.4.4.11;Junquillos (Revisar ET);03-06-22;07-06-22;3 días;0;0;9
1276;1.1.1.2.2.3.4.4.12;Papel Mural;30-05-22;07-06-22;7 días;0;0;9
1277;1.1.1.2.2.3.4.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);31-05-22;31-05-22;1 día;0;0;9
1278;1.1.1.2.2.3.4.4.14;Aseo;31-05-22;15-06-22;12 días;0;0;9
1279;1.1.1.2.2.3.4.4.15;R1;01-06-22;10-06-22;8 días;0;0;9
1280;1.1.1.2.2.3.5;Sector 5;23-03-22;24-06-22;67 días;0;0;7
1281;1.1.1.2.2.3.5.1;Fase 1;23-03-22;12-04-22;15 días;0;0;8
1282;1.1.1.2.2.3.5.1.1;Descarachado Muros y Cielos;23-03-22;31-03-22;7 días;0;0;9
1283;1.1.1.2.2.3.5.1.2;Decargas ALC;24-03-22;28-03-22;3 días;0;0;9
1284;1.1.1.2.2.3.5.1.3;Trazado de Tabiques;01-04-22;04-04-22;2 días;0;0;9
1285;1.1.1.2.2.3.5.1.4;Rinconeo y Maquillaje de Muros;01-04-22;06-04-22;4 días;0;0;9
1286;1.1.1.2.2.3.5.1.5;Maquillaje de Cielos;01-04-22;12-04-22;8 días;0;0;9
1287;1.1.1.2.2.3.5.1.6;Grada Buque;05-04-22;12-04-22;6 días;0;0;9
1288;1.1.1.2.2.3.5.2;Fase 2;06-04-22;13-05-22;27 días;0;0;8
1289;1.1.1.2.2.3.5.2.1;Estructura Tabique;06-04-22;13-04-22;6 días;0;0;9
1290;1.1.1.2.2.3.5.2.2;1era Cara Tabique;11-04-22;14-04-22;4 días;0;0;9
1291;1.1.1.2.2.3.5.2.3;Instalaciones;11-04-22;20-04-22;7 días;0;0;9
1292;1.1.1.2.2.3.5.2.4;Aislacion;14-04-22;22-04-22;6 días;0;0;9
1293;1.1.1.2.2.3.5.2.5;2da Cara Tabique;14-04-22;21-04-22;5 días;0;0;9
1294;1.1.1.2.2.3.5.2.6;Huincha de Tabiques y cuadratura de Cajas;22-04-22;03-05-22;8 días;0;0;9
1295;1.1.1.2.2.3.5.2.7;Nivelacion de Pisos;22-04-22;09-05-22;12 días;0;0;9
1296;1.1.1.2.2.3.5.2.8;Remate de Rasgos;22-04-22;13-05-22;16 días;0;0;9
1297;1.1.1.2.2.3.5.2.9;Sobre Losa en Terrazas;25-04-22;04-05-22;8 días;0;0;9
1298;1.1.1.2.2.3.5.2.10;Impermeabilizacion Baños y Cocinas Cerradas;22-04-22;27-04-22;4 días;0;0;9
1299;1.1.1.2.2.3.5.2.11;Recepcion Obra Gruesa;28-04-22;28-04-22;1 día;0;0;9
1300;1.1.1.2.2.3.5.3;Fase 3;29-04-22;06-06-22;27 días;0;0;8
1301;1.1.1.2.2.3.5.3.1;Tinas;29-04-22;10-05-22;8 días;0;0;9
1302;1.1.1.2.2.3.5.3.2;Marcos de Puertas;29-04-22;02-05-22;2 días;0;0;9
1303;1.1.1.2.2.3.5.3.3;Ventanas;29-04-22;02-05-22;2 días;0;0;9
1304;1.1.1.2.2.3.5.3.4;Remate Ventanas;03-05-22;04-05-22;2 días;0;0;9
1305;1.1.1.2.2.3.5.3.5;Barandas Vidriadas;03-05-22;04-05-22;2 días;0;0;9
1306;1.1.1.2.2.3.5.3.6;Canteria Baños;03-05-22;18-05-22;12 días;0;0;9
1307;1.1.1.2.2.3.5.3.7;Ceramica;05-05-22;25-05-22;15 días;0;0;9
1308;1.1.1.2.2.3.5.3.8;Cornisas;29-04-22;06-05-22;6 días;0;0;9
1309;1.1.1.2.2.3.5.3.9;Empastes;19-05-22;03-06-22;12 días;0;0;9
1310;1.1.1.2.2.3.5.3.10;Cielo Deptos (Revisar Terminacion);20-05-22;27-05-22;6 días;0;0;9
1311;1.1.1.2.2.3.5.3.11;Fondo Closet;20-05-22;25-05-22;4 días;0;0;9
1312;1.1.1.2.2.3.5.3.12;Pintura;30-05-22;06-06-22;6 días;0;0;9
1313;1.1.1.2.2.3.5.4;Fase 4;03-05-22;24-06-22;39 días;0;0;8
1314;1.1.1.2.2.3.5.4.1;Artefactos;31-05-22;01-06-22;2 días;0;0;9
1315;1.1.1.2.2.3.5.4.2;Muebles de Baño;01-06-22;01-06-22;1 día;0;0;9
1316;1.1.1.2.2.3.5.4.3;Muebles de Cocina;26-05-22;03-06-22;7 días;0;0;9
1317;1.1.1.2.2.3.5.4.4;Closet;26-05-22;02-06-22;6 días;0;0;9
1318;1.1.1.2.2.3.5.4.5;Quincalleria;03-05-22;04-05-22;2 días;0;0;9
1319;1.1.1.2.2.3.5.4.6;Manpara de Baño;03-05-22;04-05-22;2 días;0;0;9
1320;1.1.1.2.2.3.5.4.7;Accesorios;07-06-22;10-06-22;4 días;0;0;9
1321;1.1.1.2.2.3.5.4.8;Griferia;07-06-22;07-06-22;1 día;0;0;9
1322;1.1.1.2.2.3.5.4.9;Piso Vinilico;06-06-22;13-06-22;6 días;0;0;9
1323;1.1.1.2.2.3.5.4.10;Guardapolvos;14-06-22;16-06-22;3 días;0;0;9
1324;1.1.1.2.2.3.5.4.11;Junquillos (Revisar ET);14-06-22;16-06-22;3 días;0;0;9
1325;1.1.1.2.2.3.5.4.12;Papel Mural;08-06-22;16-06-22;7 días;0;0;9
1326;1.1.1.2.2.3.5.4.13;Equipamiento de Cocina (Horno, Campana y Ecimera);09-06-22;09-06-22;1 día;0;0;9
1327;1.1.1.2.2.3.5.4.14;Aseo;09-06-22;24-06-22;12 días;0;0;9
1328;1.1.1.2.2.3.5.4.15;Entrega Area Comun;31-05-22;15-06-22;12 días;0;0;9
1329;1.1.1.2.2.3.5.4.16;R1;10-06-22;21-06-22;8 días;0;0;9
1330;1.1.1.2.2.4;Piso 4;11-03-22;25-07-22;95 días;0;0;6
1331;1.1.1.2.2.4.1;Sector 1;11-03-22;14-06-22;67 días;0;0;7
1332;1.1.1.2.2.4.1.1;Fase 1;11-03-22;31-03-22;15 días;0;0;8
1333;1.1.1.2.2.4.1.1.1;Descarachado Muros y Cielos;11-03-22;21-03-22;7 días;0;0;9
1334;1.1.1.2.2.4.1.1.2;Decargas ALC;14-03-22;16-03-22;3 días;0;0;9
1335;1.1.1.2.2.4.1.1.3;Trazado de Tabiques;22-03-22;23-03-22;2 días;0;0;9
1336;1.1.1.2.2.4.1.1.4;Rinconeo y Maquillaje de Muros;22-03-22;25-03-22;4 días;0;0;9
1337;1.1.1.2.2.4.1.1.5;Maquillaje de Cielos;22-03-22;31-03-22;8 días;0;0;9
